# SITEPH_SDSS SITE PHOTOMETRY - Sat Jan  3 16:51:45 2015
# SN           mj  mjerr    mj.5 mjerr    mj1  mjerr    mj2  mjerr    sbj     mh  mherr   mh.5  mherr    mh1  mherr    mh2  mherr    sbh     mk  mkerr   mk.5  mkerr    mk1  mkerr    mk2  mkerr    sbk  host                          snx     sny
1975T      -99.00   0.01 -99.00   0.01  19.27   6.14  17.76   3.07 -99.00  18.18   4.64  18.44   5.24  17.28   3.07  15.92   1.64  21.66  17.98   5.24  18.08   5.49  17.22   3.70  15.25   1.49  21.46  NGC3756                     646.3   563.0
2006ou      16.23   1.51  18.58   4.47  17.14   2.31  15.80   1.24  19.70  15.84   1.58  18.14   4.55  16.74   2.39  15.40   1.29  19.32  15.22   1.47  17.61   4.43  16.16   2.27  14.80   1.21  18.70  UGC06588                    284.9   289.4
2002ar      14.65   0.73  18.80   4.94  17.28   2.45  15.77   1.23  18.13  13.92   0.65  18.13   4.53  16.59   2.23  15.06   1.10  17.40  13.51   0.67  17.60   4.39  16.07   2.17  14.59   1.10  16.99  NGC3746                     298.2   301.8
2005ba      16.81   1.98  21.03  13.83  19.51   6.85  17.95   3.34  20.29  16.07   1.75  20.27  12.14  18.71   5.94  17.19   2.95  19.55  15.71   1.85  19.74  11.79  18.30   6.07  16.81   3.06  19.19  NGC3746                     316.8   306.3
2008K       17.32   2.51  21.48  16.98  19.84   7.97  18.27   3.88  20.80  16.56   2.20  21.58  22.25  19.59   8.90  17.70   3.72  20.04  15.71   1.85  19.25   9.43  17.83   4.89  16.47   2.61  19.19  ESO504-005                  218.0   231.9
2006bd      17.11   2.27  21.40  16.38  19.75   7.67  18.04   3.49  20.59  16.25   1.91  20.09  11.16  18.53   5.46  17.05   2.76  19.73  15.96   2.07  19.53  10.69  18.11   5.56  16.71   2.93  19.44  UGC06609                    257.7   235.9
1996L       18.52   4.34  24.10  56.74  23.54  43.95  20.92  13.13  22.00 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  16.40   2.53  20.09  13.83  18.74   7.43  17.33   3.90  19.88  ESO266-010                  205.2   227.5
2010ku      16.59   1.79  19.60   7.17  18.12   3.61  16.70   1.88  20.07  15.60   1.41  18.67   5.82  17.17   2.91  15.70   1.48  19.07  15.19   1.45  18.28   6.01  16.77   3.00  15.30   1.52  18.67  IC0716                      168.6   171.4
1978H       15.68   1.18  17.05   2.21  15.57   1.12  14.11   0.57  19.16  15.22   1.19  16.64   2.28  15.09   1.12  13.51   0.54  18.70  14.85   1.24  16.19   2.30  14.74   1.18  13.27   0.60  18.33  NGC3780                     699.4   696.2
1992bt      15.69   1.18  17.01   2.17  15.58   1.12  14.15   0.58  19.16  15.08   1.12  16.47   2.11  14.97   1.06  13.49   0.54  18.56  14.73   1.17  16.05   2.16  14.62   1.12  13.22   0.59  18.21  NGC3780                     731.9   711.2
1999bu      14.16   0.59  16.09   1.42  14.41   0.65  12.45   0.27  17.64  13.38   0.51  15.32   1.24  13.62   0.57  11.63   0.23  16.86  12.97   0.52  14.94   1.29  13.23   0.59  11.14   0.22  16.45  NGC3786                     351.8   345.9
2004bd      13.93   0.53  15.77   1.23  14.16   0.58  12.36   0.25  17.41  13.12   0.45  15.00   1.07  13.36   0.50  11.53   0.22  16.60  12.72   0.46  14.64   1.13  12.96   0.52  11.04   0.21  16.19  NGC3786                     355.8   348.6
1999bp      17.43   2.63  24.44  66.44  22.53  27.52  20.69  11.83  20.91  16.23   1.89  22.28  30.69  20.85  15.89  19.38   8.05  19.71  16.65   2.84 -99.00   0.01 -99.00   0.01 -99.00   0.01  20.12  A113946-0851                218.3   223.7
2014ar      16.61   1.81  18.56   4.43  17.09   2.25  15.75   1.22  20.09  15.79   1.54  17.58   3.52  16.20   1.86  15.07   1.11  19.27  17.41   4.04  20.14  14.18  18.19   5.79  15.91   2.02  20.89  ESO266-015                  172.4   191.8
1997dq      17.23   2.40  17.22   2.39  15.61   1.14  14.12   0.57  20.71  16.33   1.98  16.32   1.97  14.87   1.01  13.71   0.59  19.81  16.12   2.22  16.11   2.22  14.60   1.11  13.14   0.57  19.60  NGC3810                     637.1   625.2
2000ew      14.67   0.74  14.66   0.73  13.19   0.37  11.67   0.19  18.15  14.02   0.68  14.00   0.68  12.49   0.34  10.98   0.17  17.50  13.63   0.71  13.61   0.70  12.18   0.36  10.71   0.18  17.11  NGC3810                     597.5   575.3
2004av      16.38   1.62  19.95   8.40  18.43   4.18  16.97   2.13  19.86  15.43   1.31  19.00   6.77  17.47   3.35  16.00   1.70  18.91  15.23   1.48  18.82   7.72  17.29   3.81  15.82   1.94  18.71  ESO571-015                  321.8   293.5
1969C       15.92   1.32  17.83   3.17  16.32   1.58  14.74   0.76  19.40  15.42   1.30  17.34   3.16  15.82   1.57  14.20   0.74  18.90  15.03   1.35  16.95   3.26  15.42   1.61  13.85   0.78  18.51  NGC3811                     538.7   556.8
1971K       18.83   5.01  20.92  13.13  19.20   5.96  17.91   3.28  22.31 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  16.50   2.65  18.04   5.39  16.82   3.07  15.72   1.85  19.98  NGC3811                     577.7   533.8
2009U       13.65   0.46  16.71   1.89  15.18   0.93  13.58   0.45  17.13  12.93   0.41  16.03   1.72  14.48   0.85  12.86   0.40  16.41  12.55   0.43  15.63   1.78  14.09   0.87  12.47   0.42  16.03  NGC3831                     616.6   614.4
1968F       16.53   1.74  20.03   8.72  18.51   4.33  17.05   2.21  20.01  16.46   2.10  20.13  11.39  18.57   5.55  17.05   2.76  19.94  16.28   2.40  19.95  13.02  18.47   6.57  16.92   3.21  19.76  NGC3834                     242.9   246.3
2011ho      16.41   1.65  20.70  11.87  19.20   5.95  17.67   2.94  19.89  15.54   1.38  19.72   9.42  18.20   4.68  16.73   2.38  19.02  15.40   1.60  19.75  11.87  18.24   5.93  16.68   2.89  18.87  NGC3847                     194.5   187.6
2003lp      16.37   1.61  17.91   3.29  16.41   1.65  14.86   0.80  19.84  15.50   1.35  17.13   2.87  15.56   1.39  14.09   0.71  18.98  15.60   1.75  17.57   4.34  15.67   1.81  13.84   0.78  19.08  UGC06711                    285.7   286.9
2001D       17.75   3.05  22.15  23.16  20.65  11.58  19.05   5.56  21.23  16.57   2.22  20.87  16.05  19.34   7.92  17.70   3.72  20.05  16.59   2.76  21.15  22.54  19.79  12.10  18.08   5.49  20.07  IC0728                      208.4   201.4
2014U       14.60   0.71  17.72   3.01  16.20   1.49  14.70   0.75  18.07  13.78   0.61  16.90   2.58  15.38   1.28  13.89   0.64  17.26  13.50   0.67  16.62   2.80  15.10   1.39  13.61   0.70  16.98  NGC3859                     127.4   128.3
2014aa      13.73   0.48  16.81   1.98  15.30   0.99  13.70   0.47  17.21  12.96   0.42  16.02   1.71  14.51   0.86  12.93   0.41  16.44  12.69   0.46  15.73   1.86  14.23   0.93  12.66   0.45  16.17  NGC3861                     249.8   245.5
2007ci      15.71   1.19  18.82   5.00  17.31   2.49  15.81   1.25  19.19  15.06   1.10  18.19   4.66  16.67   2.32  15.16   1.15  18.54  14.99   1.32  18.07   5.47  16.59   2.76  15.09   1.39  18.47  NGC3873                     306.3   290.5
1998S       14.98   0.85  14.61   0.72  13.34   0.40  12.02   0.22  18.46  13.99   0.67  13.67   0.58  12.51   0.34  11.28   0.19  17.47  13.14   0.56  12.91   0.51  12.06   0.34  10.92   0.20  16.62  NGC3877                    1113.0  1050.9
2006or      15.48   1.07  18.83   5.01  17.34   2.52  15.85   1.27  18.96  14.79   0.97  18.26   4.81  16.75   2.40  15.18   1.17  18.27  14.46   1.04  17.87   4.99  16.37   2.50  14.85   1.24  17.94  NGC3891                     467.4   459.3
2006iv      17.67   2.94  18.68   4.68  17.56   2.80  16.35   1.60  21.15 -99.00   0.01 -99.00   0.01 -99.00   0.01  16.50   2.14 -99.00  16.37   2.49  18.15   5.67  16.26   2.38  15.23   1.48  19.84  UGC06774                    399.2   392.7
2001E       17.55   2.78  21.67  18.57  19.96   8.43  17.87   3.23  21.03  16.14   1.81  19.32   7.84  17.81   3.92  16.34   1.99  19.62  15.94   2.05  18.68   7.24  17.24   3.72  16.10   2.21  19.42  NGC3905                     360.7   338.4
2009ds      15.70   1.18  18.87   5.11  17.38   2.58  15.93   1.32  19.17  15.05   1.10  18.25   4.80  16.75   2.40  15.28   1.22  18.53  14.85   1.24  18.18   5.75  16.65   2.84  15.10   1.39  18.33  NGC3905                     373.8   364.4
2014V       16.11   1.43  19.25   6.09  17.76   3.06  16.32   1.58  19.59  15.57   1.40  18.79   6.14  17.28   3.06  15.79   1.54  19.05  15.04   1.36  18.02   5.34  16.62   2.81  15.25   1.49  18.52  NGC3905                     342.9   375.6
1971C       19.14   5.79  21.09  14.18  18.45   4.21  15.71   1.19  22.62  16.38   2.03  17.03   2.73  15.97   1.68  14.27   0.77  19.86  17.00   3.34  17.20   3.66  16.75   2.98  14.79   1.20  20.48  NGC3904                    1102.1   876.3
2008dp      15.53   1.10  17.37   2.56  15.80   1.24  14.31   0.63  19.01  14.84   1.00  16.67   2.31  15.11   1.13  13.54   0.55  18.32  14.49   1.05  16.38   2.51  14.77   1.20  13.24   0.59  17.97  ESO320-026                  760.4   745.4
1963J       16.66   1.85  16.26   1.54  14.76   0.77  13.05   0.35  20.14  16.25   1.91  15.81   1.56  14.02   0.68  12.33   0.31  19.73  16.07   2.18  15.61   1.76  14.00   0.84  12.20   0.37  19.55  NGC3913                     453.4   435.5
1979B       17.95   3.34  17.61   2.86  16.72   1.90  15.91   1.31  21.43  17.19   2.94  16.70   2.34  15.23   1.19  14.84   1.00  20.66  16.65   2.84  16.27   2.39  15.04   1.36  14.21   0.93  20.12  NGC3913                     410.0   467.0
2004az      19.49   6.81  25.29  98.27  24.54  69.49  20.92  13.13  22.97 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  UGC06853                    258.2   337.1
1961U       17.39   2.59  16.91   2.08  15.67   1.17  15.26   0.97  20.87  16.90   2.58  16.64   2.28  15.62   1.43  14.73   0.95  20.38  17.84   4.91  17.13   3.55  15.54   1.70  14.26   0.95  21.32  NGC3938                     637.2   822.5
1964L       15.58   1.12  15.01   0.86  13.51   0.43  12.22   0.24  19.06  14.89   1.02  14.36   0.80  12.88   0.40  11.48   0.21  18.37  14.59   1.10  14.05   0.86  12.61   0.44  11.28   0.24  18.07  NGC3938                     720.1   746.1
2005ay      16.53   1.74  16.00   1.36  14.55   0.70  13.47   0.43  20.01  15.98   1.68  15.50   1.35  14.07   0.70  12.98   0.42  19.46  15.95   2.06  15.36   1.57  13.82   0.77  12.59   0.44  19.43  NGC3938                     730.9   659.4
1972C       17.93   3.31  21.60  17.94  19.99   8.55  18.27   3.88  21.41  16.94   2.62  20.52  13.63  18.99   6.75  17.34   3.15  20.42  16.78   3.02  20.85  19.65  19.08   8.69  17.22   3.70  20.26  NGC3947                     295.1   330.5
2001P       17.39   2.59  21.00  13.63  19.47   6.75  17.82   3.15  20.87  16.35   2.00  19.94  10.42  18.35   5.01  16.73   2.38  19.83  16.50   2.65  19.63  11.20  18.26   5.96  16.83   3.10  19.98  NGC3947                     303.3   308.1
2006aa      16.58   1.78  19.94   8.37  18.46   4.23  16.97   2.13  20.06  15.96   1.67  19.48   8.43  17.94   4.15  16.34   1.99  19.44  15.51   1.68  18.93   8.11  17.41   4.03  15.86   1.98  18.99  NGC3947                     326.7   333.0
2013G       15.85   1.27  19.21   5.97  17.71   3.00  16.22   1.51  19.33  15.08   1.11  18.34   5.00  16.86   2.53  15.43   1.31  18.56  14.94   1.29  18.33   6.17  16.83   3.10  15.32   1.54  18.42  NGC3947                     306.6   324.8
2000db      15.11   0.90  15.08   0.89  13.52   0.44  12.11   0.23  18.59  14.55   0.87  14.51   0.86  12.91   0.41  11.49   0.21  18.03  14.24   0.94  14.22   0.93  12.68   0.46  11.24   0.24  17.72  NGC3949                     446.3   442.1
2001dp      17.83   3.17  17.76   3.07  15.83   1.26  14.63   0.72  21.31  18.26   4.82  18.18   4.64 -99.00   0.01 -99.00   0.01  21.74  17.60   4.41  17.54   4.28  15.38   1.59  13.84   0.78  21.08  NGC3953                    1699.3  1745.8
2006bp      16.92   2.08  16.88   2.05  15.54   1.10  14.19   0.59  20.40  16.26   1.92  16.22   1.88  15.11   1.13  13.90   0.65  19.74  15.96   2.07  15.91   2.02  14.44   1.03  13.51   0.67  19.44  NGC3953                    1602.9  1758.4
1991A       17.70   2.98  19.86   8.08  18.25   3.84  16.76   1.93  21.18  17.88   4.04  19.49   8.49  18.22   4.73  17.07   2.78  21.36  18.26   5.96  19.15   8.97  18.19   5.79  17.22   3.70  21.74  IC2973                      354.3   372.7
2011ao      17.11   2.27  19.20   5.96  17.68   2.96  16.02   1.37  20.59  16.30   1.95  18.29   4.89  16.83   2.49  15.34   1.25  19.78  16.66   2.86  19.08   8.69  17.37   3.96  15.42   1.61  20.14  IC2973                      380.1   372.3
1967D       17.47   2.68  20.96  13.37  19.43   6.63  17.89   3.25  20.95  16.69   2.33  19.82   9.88  18.35   5.01  17.01   2.71  20.16  16.87   3.15  20.16  14.33  18.64   7.09  17.18   3.62  20.35  PGC037345                   235.4   233.2
1997ei      15.37   1.02  17.31   2.49  15.81   1.25  14.33   0.63  18.85  14.74   0.95  16.66   2.31  15.18   1.16  13.69   0.59  18.22  14.49   1.05  16.46   2.60  14.95   1.30  13.42   0.64  17.96  NGC3963                     440.6   440.2
2011by      17.62   2.88  18.03   3.47  16.18   1.48  14.57   0.70  21.10  16.15   1.82  16.46   2.10  15.20   1.18  13.73   0.60  19.63  16.56   2.73  16.83   3.10  15.48   1.66  13.88   0.79  20.04  NGC3972                     431.4   454.8
2006gs      16.25   1.53  19.33   6.32  17.85   3.20  16.43   1.66  19.73  15.70   1.48  18.69   5.86  17.23   3.00  15.86   1.59  19.18  15.60   1.75  18.69   7.26  17.23   3.71  15.78   1.91  19.08  NGC3977                     406.5   421.3
2003cq      16.91   2.07  20.96  13.40  19.49   6.81  18.07   3.54  20.39  17.03   2.73  21.31  19.65  19.75   9.54  18.25   4.80  20.51  15.94   2.05  20.20  14.57  18.70   7.30  17.12   3.54  19.42  NGC3978                     374.6   401.1
2008I       15.20   0.94  19.50   6.83  17.99   3.40  16.48   1.70  18.68  14.56   0.88  18.84   6.28  17.32   3.12  15.82   1.57  18.04  14.24   0.94  18.65   7.13  17.10   3.50  15.57   1.73  17.72  NGC3978                     407.9   413.5
2004D       16.15   1.46  19.47   6.73  17.96   3.37  16.48   1.70  19.63  15.30   1.23  18.43   5.21  16.97   2.66  15.59   1.41  18.78  15.10   1.39  18.50   6.67  16.98   3.31  15.42   1.62  18.58  UGC06916                    455.6   445.1
1998aq      15.68   1.17  15.98   1.35  14.60   0.72  13.09   0.36  19.15  15.06   1.11  15.38   1.28  13.94   0.66  12.45   0.33  18.54  14.86   1.25  15.20   1.46  13.71   0.74  12.20   0.37  18.34  NGC3982                     404.0   396.7
2010W       18.03   3.47  19.36   6.40  18.36   4.04  17.12   2.28  21.51  17.11   2.84  19.06   6.95  17.57   3.51  16.21   1.87  20.59  16.80   3.05  19.53  10.72  17.47   4.15  15.36   1.57  20.28  ESO320-035                  209.1   250.1
1999bn     -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  A115700-1126                218.6   224.1
2001V       17.48   2.70  20.08   8.93  18.66   4.64  17.20   2.36  20.96  17.10   2.82  19.57   8.79  18.19   4.66  16.85   2.52  20.58  16.59   2.76  19.16   9.05  17.70   4.60  16.31   2.43  20.07  NGC3987                     689.5   769.1
2003dg      15.15   0.92  18.23   3.80  16.73   1.91  15.27   0.97  18.63  14.49   0.85  17.62   3.58  16.10   1.78  14.61   0.90  17.97  14.00   0.84  17.08   3.46  15.59   1.74  14.12   0.89  17.48  UGC06934                    438.9   439.0
1956A       16.31   1.57  16.59   1.79  15.09   0.90  13.63   0.46  19.79  15.95   1.66  16.22   1.88  14.78   0.97  13.23   0.48  19.43  15.58   1.74  15.90   2.01  14.32   0.97  12.80   0.48  19.06  NGC3992                    2127.5  2185.8
1988ac      16.45   1.68  18.57   4.45  17.03   2.19  15.54   1.10  19.93  16.06   1.75  18.35   5.03  16.70   2.35  15.06   1.10  19.54  15.65   1.79  17.50   4.21  16.12   2.23  14.94   1.29  19.13  NGC3995                     532.9   478.7
2000ez      16.76   1.93  18.95   5.31  17.36   2.55  15.72   1.20  20.23  16.31   1.96  18.36   5.04  16.88   2.55  15.23   1.19  19.79  15.83   1.95  18.01   5.31  16.42   2.56  14.87   1.25  19.31  NGC3995                     495.6   522.5
2004aw      17.11   2.27  20.04   8.75  18.47   4.24  16.93   2.09  20.59  17.16   2.90  20.11  11.27  18.62   5.67  16.99   2.68  20.63  16.35   2.48  19.41  10.14  17.86   4.96  16.14   2.25  19.83  NGC3997                     278.9   284.5
2004aq      17.10   2.26  19.71   7.54  18.25   3.84  16.64   1.83  20.58  16.63   2.27  19.18   7.37  17.77   3.84  16.10   1.78  20.11  15.91   2.02  18.77   7.54  17.11   3.51  15.48   1.66  19.39  NGC4012                     472.9   456.4
2005J       17.10   2.26  19.38   6.45  18.01   3.44  16.74   1.92  20.58  16.56   2.20  19.23   7.54  17.74   3.79  16.07   1.75  20.04  15.88   1.99  18.51   6.69  17.00   3.34  15.49   1.66  19.36  NGC4012                     453.9   461.1
2002hm      16.35   1.60  18.50   4.31  17.02   2.18  15.66   1.17  19.83  16.20   1.87  18.37   5.07  16.90   2.57  15.44   1.32  19.68  15.78   1.90  17.88   5.01  16.44   2.58  15.01   1.34  19.25  NGC4016                     345.1   354.0
1989Z       14.04   0.55  13.53   0.44  12.00   0.22  10.40   0.10  17.52  13.34   0.50  12.81   0.39  11.25   0.19   9.68   0.09  16.82  13.09   0.55  12.55   0.43  10.92   0.20   9.35   0.10  16.56  NGC4013                     901.2   917.7
2006st      20.53  10.99  22.79  31.08  21.84  20.06  20.02   8.69  24.01  18.18   4.64  19.95  10.48  18.72   5.96  17.91   4.09  21.66  16.70   2.92  18.41   6.40  17.12   3.53  16.52   2.68  20.18  NGC4017                    1024.9   990.0
2007an      16.85   2.01  19.09   5.65  17.58   2.82  16.11   1.43  20.33  16.01   1.71  18.15   4.57  16.69   2.34  15.32   1.24  19.49  15.76   1.89  17.81   4.85  16.41   2.54  15.12   1.40  19.24  NGC4017                     988.3   953.6
2009ah      17.17   2.33  19.66   7.37  18.22   3.79  16.78   1.95  20.64  16.87   2.53  19.49   8.49  17.94   4.15  16.50   2.14  20.34  16.08   2.19  19.34   9.83  17.49   4.18  15.59   1.75  19.56  ESO171-004                  222.4   271.0
1996W       15.69   1.18  16.52   1.73  15.13   0.91  13.77   0.49  19.17  15.12   1.13  15.91   1.63  14.58   0.88  13.20   0.47  18.60  14.87   1.25  15.70   1.84  14.28   0.96  12.85   0.49  18.35  NGC4027                     441.6   458.2
2007aa      17.68   2.96  18.55   4.41  17.37   2.56  15.84   1.27  21.16  17.41   3.25  18.42   5.18  16.96   2.65  15.06   1.10  20.89  18.39   6.34 -99.00   0.01  17.22   3.70  15.72   1.85  21.87  NGC4030                     635.2   765.1
1999an      15.02   0.87  15.63   1.15  14.35   0.64  13.35   0.40  18.50  14.36   0.80  14.99   1.07  13.67   0.58  12.68   0.37  17.84  14.17   0.91  14.79   1.21  13.50   0.67  12.46   0.41  17.65  IC0755                      474.8   472.6
2007gi      14.37   0.64  14.71   0.75  13.19   0.37  11.67   0.19  17.85  13.65   0.58  13.98   0.67  12.48   0.34  10.97   0.17  17.13  13.46   0.65  13.80   0.77  12.28   0.38  10.76   0.19  16.94  NGC4036                    1120.6  1085.3
1974E       16.43   1.66  15.76   1.22  14.18   0.59  12.75   0.30  19.91  15.83   1.57  15.19   1.17  13.62   0.57  12.11   0.28  19.31  15.36   1.57  14.79   1.21  13.37   0.63  11.83   0.31  18.83  NGC4038                    1036.4  1056.3
2004gt      14.50   0.68  14.10   0.57  13.00   0.34  11.79   0.20  17.98  13.85   0.63  13.49   0.53  12.42   0.33  11.17   0.18  17.33  13.47   0.66  13.09   0.55  12.10   0.35  10.86   0.20  16.95  NGC4038                    1134.4  1088.3
