# SITEPH_SDSS PROFILE DATA - Sat Jan  3 17:06:29 2015
# SN        host                         uFrac       du    duerr    gFrac       dg    dgerr    rFrac       dr    drerr    iFrac       di    dierr    zFrac       dz    dzerr
2006my      NGC4651                      0.433   -99.00    -9.00    0.547   -99.00    -9.00    0.576   -99.00    -9.00    0.594   -99.00    -9.00    0.605   -99.00    -9.00
2009et      IC3704                       0.407     0.42     5.49    0.444     0.72     3.70    0.514     0.37     2.46    0.542     0.53     2.28    0.584     0.47     2.02
1999gk      NGC4653                      0.617    -0.60     6.14    0.632    -0.14     5.01    0.667    -0.20     4.09    0.684    -0.10     3.88    0.707    -0.15     3.70
2009ik      NGC4653                      0.878    -1.33     8.69    0.872    -0.33     8.69    0.888    -0.07     8.69    0.896     0.13     8.69    0.906    -0.32     7.09
1999bm      A124500-0627                 0.299   -99.00    -9.00    0.671   -99.00    -9.00    0.649   -99.00    -9.00    0.750   -99.00    -9.00    1.000   -99.00    -9.00
1965H       NGC4666                      0.471    -0.70     4.64    0.716    -1.91     1.59    0.706    -1.89     1.19    0.702    -2.06     0.94    0.643    -2.22     0.81
1991aa      A124509-0619                 0.584    -0.34     5.01    0.601    -0.41     3.17    0.614    -0.55     2.51    0.609    -0.44     2.46    0.590    -0.40     2.36
2000U       A124527-1210                 0.002   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.001   -99.00    -9.00    0.000   -99.00    -9.00
1997Y       NGC4675                      0.321     0.72     5.49    0.386    -0.06     2.02    0.439    -0.51     1.19    0.467    -0.52     1.00    0.507    -0.55     0.87
2006S       UGC07934                     0.719     0.06     8.69    0.752     0.66     7.09    0.797     0.66     6.14    0.803     0.90     6.14    0.847     0.49     5.02
1907A       NGC4674                      1.000    -5.47     5.19    1.000    -5.22     2.37    1.000    -5.12     1.87    1.000    -5.18     1.49    1.000    -5.19     1.29
2006tf      A124615+1125                 1.000   -99.00    -9.00    0.663   -99.00    -9.00    0.827   -99.00    -9.00    1.000   -99.00    -9.00    0.915   -99.00    -9.00
2004gu      FGC0175A                     0.359     0.40     8.69    0.334     1.40     6.14    0.356     0.51     2.68    0.373     0.43     2.02    0.388     0.46     1.72
1997bp      NGC4680                      0.769   -99.00    -9.00    0.724   -99.00    -9.00    0.705   -99.00    -9.00    0.681   -99.00    -9.00    0.696   -99.00    -9.00
2006su      IC3772                       0.828    -0.75     8.69    0.849    -0.28     6.14    0.862    -0.06     5.49    0.853    -0.37     4.09    0.899    -0.45     3.88
2011jh      NGC4682                      0.549     0.22     7.09    0.568    -0.71     2.56    0.590    -0.96     1.77    0.591    -1.09     1.43    0.613    -1.16     1.27
2002ct      A124722+2800                 0.456   -99.00    -9.00    0.670   -99.00    -9.00    0.725   -99.00    -9.00    0.717   -99.00    -9.00    0.708   -99.00    -9.00
1966B       NGC4688                      0.448    -0.85     6.14    0.478    -0.19     5.49    0.498     0.14     5.49    0.505     0.85     7.09    0.514     0.64     6.14
2007aj      A124755+5400                 0.688   -99.00    -9.00    0.000   -99.00    -9.00    0.034   -99.00    -9.00    0.048   -99.00    -9.00    0.001   -99.00    -9.00
1997X       NGC4691                      0.302     0.45     1.32    0.196     0.30     0.90    0.165     0.17     0.70    0.139     0.11     0.64    0.139     0.06     0.58
1998ab      NGC4704                      0.488     0.85     7.09    0.558     0.51     3.70    0.586     0.29     2.62    0.591     0.19     2.21    0.610     0.17     2.02
1948A       NGC4699                      0.649     0.77     7.09    0.686     0.65     3.41    0.693     0.16     1.97    0.695    -0.07     1.45    0.710    -0.14     1.29
1983K       NGC4699                      1.000    -1.44    12.28    1.000   -99.00    -9.00    1.000     0.64    12.28    1.000   -99.00    -9.00    1.000     1.13    12.28
2008ad      A124937+2819                 0.741   -99.00    -9.00    0.682     1.81     7.09    0.683     1.22     3.88    0.675     1.20     3.17    0.669     1.15     2.82
1940B       NGC4725                      0.692    -1.55     3.70    0.699    -0.93     2.82    0.728    -0.65     2.46    0.738    -0.66     2.11    0.749    -0.65     2.08
1969H       NGC4725                      0.107     0.48     4.09    0.136    -0.06     1.41    0.155     0.04     1.01    0.162     0.06     0.83    0.175     0.02     0.74
1999gs      NGC4725                      0.535   -99.00    -9.00    0.581     0.80     5.01    0.620     1.00     4.09    0.636     0.28     2.51    0.652     0.53     2.68
2008bg      A125111+2617                 0.001   -99.00    -9.00    0.002   -99.00    -9.00    0.001   -99.00    -9.00    0.001   -99.00    -9.00    0.189   -99.00    -9.00
2005la      MCG+05-30-111                0.486    -0.16     7.09    0.677     0.54     7.09    0.746     0.51     6.14    0.714     0.60     6.14    0.543    -0.10     4.10
1965I       NGC4753                      1.000    -4.51    17.65    0.957    -6.00     7.56    0.961    -5.84     5.27    0.901    -4.29     3.90    1.000    -6.62    30.03
1983G       NGC4753                      1.000    -1.61     2.90    0.522    -1.67     1.32    0.565    -1.70     0.94    0.520    -1.71     0.77    0.656    -1.75     0.70
1988E       NGC4772                      0.291     0.42     5.49    0.341    -0.17     2.02    0.356    -0.34     1.32    0.360    -0.17     1.17    0.372    -0.15     1.05
2012cu      NGC4772                      0.348     0.97     8.69    0.400     0.78     3.88    0.416     0.31     2.21    0.422     0.02     1.57    0.434     0.20     1.52
2011jm      NGC4809                      0.024     1.31     1.94    0.015     1.00     1.61    0.012     0.82     1.55    0.008     0.83     1.75    0.008     0.62     1.64
2008ay      UGC08050                     0.369     0.54     8.69    0.427     0.80     5.49    0.468     0.38     3.41    0.484     0.21     2.68    0.501     0.01     2.21
2001cg      IC3900                       0.454     1.52     5.49    0.457     1.69     2.62    0.467     1.58     1.69    0.466     1.62     1.42    0.482     1.62     1.24
2007bz      IC3918                       0.003     5.24     4.64    0.005     4.72     1.97    0.006     5.09     1.75    0.006     5.17     1.63    0.006     5.06     1.59
2011bm      IC3918                       0.582     1.83     8.69    0.619     0.75     3.70    0.633     0.48     2.98    0.638     0.35     2.68    0.631     0.42     2.68
2005bb      UGC08067                     0.525     0.02     4.64    0.536    -0.67     2.05    0.584    -1.03     1.38    0.596    -1.08     1.21    0.630    -1.11     1.11
2008ip      NGC4846                      0.864    -0.80     8.69    0.891     0.40     8.69    0.903     0.94     8.69    0.909     0.79     7.09    0.929     0.35     5.49
1963C       MCG+05-31-032                0.023    -1.24     8.69    0.021    -0.44     7.09    0.020    -0.78     4.34    0.020    -0.89     3.41    0.019    -1.05     2.82
1968H       PGC044441                    0.276     0.56     8.69    0.350     1.79     7.09    0.394     1.61     4.34    0.415     1.45     3.28    0.455     1.31     2.68
1989F       UGC08084                     0.000     4.32     8.69    0.000     5.10     8.69    0.000     5.24     8.69    0.000     5.39     8.69    0.000     4.50     5.49
2009L       NGC4854                      0.534     0.05     8.69    0.554     1.07     6.14    0.561     0.98     4.09    0.554     0.51     2.75    0.565     0.46     2.41
2008dg      A125850+2422                 0.307   -99.00    -9.00    0.251   -99.00    -9.00    0.250   -99.00    -9.00    0.234   -99.00    -9.00    0.292   -99.00    -9.00
2006bf      UGC08093                     0.594     1.46    12.28    0.652     0.60     5.01    0.689     0.63     4.09    0.698     0.40     3.28    0.729     0.05     2.62
1985K?      A125916+2759                 0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00
2006cj      A125924+2820                 0.435   -99.00    -9.00    0.482     1.58     5.49    0.521     1.27     3.41    0.537     1.25     2.75    0.571     1.19     2.41
1968B       NGC4874                      0.178   -99.00    -9.00    0.184     1.34     3.88    0.189     0.71     1.97    0.185     0.51     1.48    0.193     0.51     1.30
1981G       NGC4874                      0.257     0.56     8.69    0.260     0.65     3.88    0.267     0.22     2.17    0.262     0.23     1.79    0.271     0.18     1.55
1952C       A130012-0321                -9.000   -99.00    -9.00    0.004   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.834   -99.00    -9.00
2008dx      A130014+2757                 0.045   -99.00    -9.00    0.110   -99.00    -9.00    0.154   -99.00    -9.00    0.156   -99.00    -9.00    0.246   -99.00    -9.00
1999br      NGC4900                      0.826     0.33     6.14    0.784     0.38     3.70    0.779    -0.19     2.32    0.764    -0.32     1.92    0.767    -0.08     2.02
2006bz      PGC044809                    0.697   -99.00    -9.00    0.731     1.52     8.69    0.733     1.57     6.14    0.727     1.21     4.34    0.750     1.11     3.70
2003ai      IC4062                       0.512     0.57     8.69    0.612     1.30     7.09    0.662     1.45     6.14    0.695     1.29     5.01    0.925     1.40     5.01
2005ap      A130114+2743                 0.414   -99.00    -9.00    0.582   -99.00    -9.00    0.996   -99.00    -9.00    1.000   -99.00    -9.00    1.000   -99.00    -9.00
1991ac      A130119+2910                 0.040   -99.00    -9.00    0.052   -99.00    -9.00    0.044   -99.00    -9.00    0.043   -99.00    -9.00    0.040   -99.00    -9.00
1959B       NGC4921                      0.764    -0.15    12.28    0.781     0.62     8.69    0.793     0.86     7.09    0.797     0.93     6.14    0.813     1.42     7.09
2001dr      NGC4932                      0.314     2.04    12.28    0.390     1.95     7.09    0.439     2.41     7.09    0.444     2.37     6.14    0.484     2.13     5.01
1962I       MCG+05-31-112                0.160    -1.43     8.69    1.000    -3.24    10.17    1.000     0.29    12.29    0.726    -0.80     8.69    1.000    -1.24    12.72
2008bm      A130258+1030                 0.184   -99.00    -9.00    0.180   -99.00    -9.00    0.164   -99.00    -9.00    0.163   -99.00    -9.00    0.168   -99.00    -9.00
2007F       UGC08162                     0.493     0.66     7.09    0.523     0.84     5.01    0.554     1.00     4.64    0.555     1.04     4.34    0.613     0.77     3.70
2003do      A130329+2719                 0.019   -99.00    -9.00    0.005   -99.00    -9.00    0.075   -99.00    -9.00    1.000   -99.00    -9.00    0.017   -99.00    -9.00
1973F       NGC4944                      0.718     1.44    12.28    0.760     0.38     3.88    0.769     0.14     2.51    0.764     0.19     2.17    0.774     0.09     1.87
2004gy      A130358+2614                 0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00
2006cg      A130502+2844                 0.014   -99.00    -9.00    0.015   -99.00    -9.00    0.016   -99.00    -9.00    0.017   -99.00    -9.00    0.012   -99.00    -9.00
2005az      NGC4961                      0.370    -0.52     2.51    0.412    -0.58     1.67    0.441    -0.74     1.28    0.444    -0.69     1.22    0.507    -0.67     1.16
1937C       IC4182                       0.144   -99.00    -9.00    0.196     1.15     8.69    0.184     1.42     8.69    0.174     1.13     7.09    0.187     1.09     7.09
2005mb      NGC4963                      0.882    -0.66     7.09    0.880     0.24     6.14    0.876     0.85     6.14    0.869     0.96     5.49    0.887     0.85     5.01
2003ck      A130621+0304                 0.005   -99.00    -9.00    0.008   -99.00    -9.00    0.001   -99.00    -9.00    0.008   -99.00    -9.00    0.023   -99.00    -9.00
2000ak      A130628-0013                 0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00
2006L       A130711+2838                 0.007   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00
2005bt      UGC08205                     0.263     1.38     7.09    0.332     0.19     2.11    0.385     0.14     1.50    0.399    -0.04     1.17    0.420     0.05     1.09
2006cr      UGC08205                     0.004     6.00     5.01    0.008     7.24     2.90    0.013     7.90     2.08    0.015     8.01     1.64    0.017     8.23     1.48
2000bd      A130720-0105                 0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00
1994A       UGC08214                     0.474     0.80     6.14    0.493     0.89     3.55    0.501     0.47     2.21    0.502     0.12     1.61    0.517     0.25     1.55
2003cn      IC0849                       0.861    -0.82     8.69    0.862     0.15     8.69    0.875     0.44     8.69    0.875     0.67     8.69    0.870     1.50    12.28
1956D       IC0850                       1.000    -8.43    15.26    1.000    -7.78     2.60    1.000    -6.82     1.94    1.000    -6.36     1.77    1.000    -7.13     5.07
2013er      IC0850                       0.999    -6.72     9.95    0.999    -7.57     2.62    0.999    -6.50     1.78    0.999    -6.39     1.56    0.999    -9.34    15.68
